function, code1, hexcode1, code2, hexcode2
"DIGIT 3","sendir,1:1,1,37000,1,1,128,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,48,16,16,16,16,16,48,16,2739","0000 0070 0000 0032 0080 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0030 0010 0ab3",,

"DIGIT 4","sendir,1:1,1,37000,1,1,127,65,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,48,16,16,16,16,16,48,16,16,16,16,16,16,16,48,16,48,16,16,16,16,16,48,16,16,16,16,16,48,16,2740","0000 0070 0000 0032 007f 0041 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0030 0010 0ab4",,

"DIGIT 5","sendir,1:1,1,37000,1,1,127,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,48,16,16,16,16,16,48,16,2741","0000 0070 0000 0032 007f 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0030 0010 0010 0010 0010 0010 0030 0010 0ab5",,

"DIGIT 6","sendir,1:1,1,37000,1,1,127,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,48,16,16,16,48,16,16,16,16,16,16,16,48,16,16,16,48,16,16,16,48,16,16,16,16,16,48,16,2741","0000 0070 0000 0032 007f 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0030 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0030 0010 0010 0010 0030 0010 0010 0010 0010 0010 0030 0010 0ab5",,

"DIGIT 7","sendir,1:1,1,37000,1,1,127,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,48,16,16,16,48,16,16,16,16,16,16,16,16,16,48,16,48,16,16,16,48,16,16,16,16,16,48,16,2741","0000 0070 0000 0032 007f 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0010 0010 0030 0010 0010 0010 0010 0010 0030 0010 0ab5",,

"DIGIT 8","sendir,1:1,1,37000,1,1,128,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,48,16,48,16,16,16,48,16,16,16,16,16,16,16,48,16,48,16,48,16,16,16,48,16,16,16,16,16,48,16,2740","0000 0070 0000 0032 0080 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0030 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0030 0010 0010 0010 0030 0010 0010 0010 0010 0010 0030 0010 0ab4",,

"DIGIT 9","sendir,1:1,1,37000,1,1,128,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,48,16,16,16,16,16,48,16,2739","0000 0070 0000 0032 0080 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0010 0010 0010 0010 0030 0010 0ab3",,

"DIGIT SEPARATOR","sendir,1:1,1,37000,1,1,127,64,15,15,15,48,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,48,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,48,15,48,15,15,15,15,15,48,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,48,15,15,15,48,15,48,15,48,15,15,15,15,15,48,15,48,15,15,15,48,15,15,15,2724","0000 0070 0000 0032 007F 0040 000F 000F 000F 0030 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 0030 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 0030 000F 0030 000F 000F 000F 000F 000F 0030 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 0030 000F 000F 000F 0030 000F 0030 000F 0030 000F 000F 000F 000F 000F 0030 000F 0030 000F 000F 000F 0030 000F 000F 000F 0AA4",,

"ENTER","sendir,1:1,1,36000,1,1,126,63,16,16,16,48,15,17,15,17,15,16,16,16,16,16,15,17,15,17,15,17,15,17,15,16,16,16,16,48,15,17,15,16,16,16,16,16,16,16,15,17,15,17,15,17,15,16,16,48,15,17,15,17,15,17,16,16,16,16,16,16,15,17,15,17,15,48,16,48,15,17,15,48,15,48,15,48,15,17,15,17,15,48,16,48,15,17,15,48,15,49,15,48,15,17,15,48,16,2716","0000 0073 0000 0032 007E 003F 0010 0010 0010 0030 000F 0011 000F 0011 000F 0010 0010 0010 0010 0010 000F 0011 000F 0011 000F 0011 000F 0011 000F 0010 0010 0010 0010 0030 000F 0011 000F 0010 0010 0010 0010 0010 0010 0010 000F 0011 000F 0011 000F 0011 000F 0010 0010 0030 000F 0011 000F 0011 000F 0011 0010 0010 0010 0010 0010 0010 000F 0011 000F 0011 000F 0030 0010 0030 000F 0011 000F 0030 000F 0030 000F 0030 000F 0011 000F 0011 000F 0030 0010 0030 000F 0011 000F 0030 000F 0031 000F 0030 000F 0011 000F 0030 0010 0A9C",,

"EXIT","sendir,1:1,1,37000,1,1,128,65,16,16,16,49,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,16,16,16,49,16,16,16,17,16,16,16,17,16,16,16,17,16,16,16,16,16,16,16,49,16,49,16,16,16,17,16,49,16,16,16,16,16,16,16,16,16,16,16,49,16,16,16,49,16,49,16,16,16,17,16,49,16,49,16,49,16,16,16,17,16,49,16,16,16,16,16,16,16,2723","0000 0070 0000 0032 0080 0041 0010 0010 0010 0031 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0011 0010 0010 0010 0031 0010 0010 0010 0011 0010 0010 0010 0011 0010 0010 0010 0011 0010 0010 0010 0010 0010 0010 0010 0031 0010 0031 0010 0010 0010 0011 0010 0031 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0031 0010 0010 0010 0031 0010 0031 0010 0010 0010 0011 0010 0031 0010 0031 0010 0031 0010 0010 0010 0011 0010 0031 0010 0010 0010 0010 0010 0010 0010 0aa3",,

"EZ SYNC","sendir,1:1,1,37000,1,1,129,65,16,17,16,49,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,49,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,49,16,49,16,17,16,17,16,49,16,17,16,17,16,17,16,17,16,49,16,17,16,17,16,17,16,49,16,49,16,17,16,49,16,17,16,17,16,17,16,49,16,49,16,49,16,17,16,17,16,2741","0000 0070 0000 0032 0081 0041 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0031 0010 0011 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0031 0010 0031 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0031 0010 0031 0010 0031 0010 0011 0010 0011 0010 0ab5",,

"FAVORITE","sendir,1:1,1,37000,1,1,128,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,48,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,48,16,48,16,48,16,16,16,48,16,16,16,48,16,48,16,48,16,48,16,16,16,16,16,48,16,16,16,16,16,2716","0000 0070 0000 0032 0080 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0030 0010 0010 0010 0030 0010 0010 0010 0030 0010 0030 0010 0030 0010 0030 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0a9c",,

"FORMAT AUTO","sendir,1:1,1,37000,1,1,128,65,15,15,15,49,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,49,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,49,15,15,15,15,15,49,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,49,15,49,15,15,15,15,15,49,15,49,15,15,15,15,15,15,15,49,15,15,15,15,15,49,15,15,15,2759","0000 0070 0000 0032 0080 0041 000f 000f 000f 0031 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 0031 000f 0031 000f 000f 000f 000f 000f 0031 000f 0031 000f 000f 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 0031 000f 000f 000f 0ac7",,

"FORMAT FULL","sendir,1:1,1,37000,1,1,128,65,15,15,15,49,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,49,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,49,15,15,15,15,15,49,15,15,15,15,15,15,15,15,15,15,15,49,15,15,15,15,15,15,15,49,15,15,15,49,15,49,15,49,15,15,15,49,15,15,15,49,15,15,15,49,15,15,15,2842","0000 0070 0000 0032 0080 0041 000f 000f 000f 0031 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 000f 000f 0031 000f 000f 000f 0031 000f 0031 000f 0031 000f 000f 000f 0031 000f 000f 000f 0031 000f 000f 000f 0031 000f 000f 000f 0b1a",,

"FORMAT JUST","sendir,1:1,1,37000,1,1,128,65,15,15,15,49,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,49,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,49,15,15,15,15,15,49,15,15,15,15,15,15,15,15,15,15,15,49,15,49,15,15,15,49,15,15,15,15,15,49,15,49,15,49,15,49,15,49,15,49,15,15,15,15,15,49,15,15,15,2842","0000 0070 0000 0032 0080 0041 000f 000f 000f 0031 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 0031 000f 0031 000f 000f 000f 0031 000f 000f 000f 000f 000f 0031 000f 0031 000f 0031 000f 0031 000f 0031 000f 0031 000f 000f 000f 000f 000f 0031 000f 000f 000f 0b1a",,

"FORMAT NORMAL","sendir,1:1,1,37000,1,1,128,65,15,15,15,49,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,49,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,49,15,15,15,15,15,49,15,15,15,15,15,15,15,15,15,15,15,49,15,49,15,49,15,15,15,15,15,15,15,49,15,49,15,49,15,49,15,15,15,15,15,15,15,15,15,49,15,15,15,2842","0000 0070 0000 0032 0080 0041 000f 000f 000f 0031 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 0031 000f 0031 000f 0031 000f 000f 000f 000f 000f 000f 000f 0031 000f 0031 000f 0031 000f 0031 000f 000f 000f 000f 000f 000f 000f 000f 000f 0031 000f 000f 000f 0b1a",,

"FORMAT SCROLL","sendir,1:1,1,37000,1,1,128,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,48,16,48,16,48,16,16,16,48,16,48,16,16,16,48,16,16,16,48,16,48,16,16,16,48,16,16,16,2717","0000 0070 0000 0032 0080 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0030 0010 0030 0010 0010 0010 0030 0010 0030 0010 0010 0010 0030 0010 0010 0010 0030 0010 0030 0010 0010 0010 0030 0010 0010 0010 0a9d",,

"FORMAT ZOOM","sendir,1:1,1,37000,1,1,128,65,15,15,15,49,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,49,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,49,15,15,15,15,15,49,15,15,15,15,15,15,15,15,15,15,15,49,15,15,15,15,15,49,15,15,15,15,15,49,15,49,15,49,15,15,15,49,15,49,15,15,15,15,15,49,15,15,15,2842","0000 0070 0000 0032 0080 0041 000f 000f 000f 0031 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 0031 000f 000f 000f 000f 000f 0031 000f 0031 000f 0031 000f 000f 000f 0031 000f 0031 000f 000f 000f 000f 000f 0031 000f 000f 000f 0b1a",,

"FORWARD","sendir,1:1,1,36000,1,1,127,64,15,16,16,49,15,18,15,17,15,16,16,17,16,16,16,16,16,16,15,17,15,18,15,17,16,16,16,49,15,18,15,18,15,16,16,16,16,16,16,17,15,17,15,17,15,18,15,49,15,49,16,16,16,16,16,49,15,18,15,16,16,17,16,16,16,49,15,48,16,16,15,18,15,17,15,17,15,49,15,49,16,16,16,49,15,17,15,49,16,16,16,17,15,49,16,17,16,2721","0000 0073 0000 0032 007F 0040 000F 0010 0010 0031 000F 0012 000F 0011 000F 0010 0010 0011 0010 0010 0010 0010 0010 0010 000F 0011 000F 0012 000F 0011 0010 0010 0010 0031 000F 0012 000F 0012 000F 0010 0010 0010 0010 0010 0010 0011 000F 0011 000F 0011 000F 0012 000F 0031 000F 0031 0010 0010 0010 0010 0010 0031 000F 0012 000F 0010 0010 0011 0010 0010 0010 0031 000F 0030 0010 0010 000F 0012 000F 0011 000F 0011 000F 0031 000F 0031 0010 0010 0010 0031 000F 0011 000F 0031 0010 0010 0010 0011 000F 0031 0010 0011 0010 0AA1",,

"FUNCTION BLUE","sendir,1:1,1,37000,1,1,128,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,48,16,16,16,16,16,48,16,48,16,48,16,16,16,48,16,48,16,16,16,16,16,48,16,48,16,48,16,48,16,2717","0000 0070 0000 0032 0080 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0010 0010 0010 0010 0030 0010 0030 0010 0030 0010 0010 0010 0030 0010 0030 0010 0010 0010 0010 0010 0030 0010 0030 0010 0030 0010 0030 0010 0a9d",,

"FUNCTION GREEN","sendir,1:1,1,37000,1,1,128,65,16,17,16,49,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,49,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,49,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,49,16,17,16,17,16,17,16,49,16,49,16,49,16,17,16,49,16,17,16,17,16,17,16,49,16,49,16,49,16,49,16,2734","0000 0070 0000 0032 0080 0041 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0031 0010 0031 0010 0031 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0031 0010 0031 0010 0031 0010 0031 0010 0aae",,

"FUNCTION RED","sendir,1:1,1,37000,1,1,129,65,16,17,16,49,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,49,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,49,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,49,16,49,16,49,16,17,16,17,16,17,16,17,16,17,16,49,16,49,16,49,16,49,16,2739","0000 0070 0000 0032 0081 0041 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0031 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0031 0010 0031 0010 0031 0010 0ab3",,

"FUNCTION YELLOW","sendir,1:1,1,37000,1,1,129,65,16,17,16,49,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,49,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,49,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,49,16,17,16,17,16,49,16,49,16,49,16,17,16,17,16,49,16,17,16,17,16,49,16,49,16,49,16,49,16,2745","0000 0070 0000 0032 0081 0041 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0011 0010 0011 0010 0031 0010 0031 0010 0031 0010 0011 0010 0011 0010 0031 0010 0011 0010 0011 0010 0031 0010 0031 0010 0031 0010 0031 0010 0ab9",,

"GAME","sendir,1:1,1,37000,1,1,127,64,15,15,15,48,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,48,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,48,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,48,15,48,15,15,15,48,15,48,15,48,15,15,15,48,15,48,15,48,15,15,15,48,15,48,15,48,15,15,15,15,15,2724","0000 0070 0000 0032 007F 0040 000F 000F 000F 0030 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 0030 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 0030 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 0030 000F 0030 000F 000F 000F 0030 000F 0030 000F 0030 000F 000F 000F 0030 000F 0030 000F 0030 000F 000F 000F 0030 000F 0030 000F 0030 000F 000F 000F 000F 000F 0AA4",,

"GUIDE","sendir,1:1,1,36000,1,1,126,63,15,17,16,48,15,17,15,17,15,17,16,17,15,17,15,17,15,17,15,17,15,17,15,17,16,17,15,48,15,17,15,17,15,17,15,17,15,17,15,17,15,17,15,17,15,17,16,48,15,48,16,17,15,17,15,48,15,17,15,17,15,17,15,17,15,48,15,48,15,48,15,17,16,17,15,17,15,17,15,48,16,17,15,48,15,48,15,48,15,17,15,17,15,17,15,17,15,3337","0000 0073 0000 0032 007E 003F 000F 0011 0010 0030 000F 0011 000F 0011 000F 0011 0010 0011 000F 0011 000F 0011 000F 0011 000F 0011 000F 0011 000F 0011 0010 0011 000F 0030 000F 0011 000F 0011 000F 0011 000F 0011 000F 0011 000F 0011 000F 0011 000F 0011 000F 0011 0010 0030 000F 0030 0010 0011 000F 0011 000F 0030 000F 0011 000F 0011 000F 0011 000F 0011 000F 0030 000F 0030 000F 0030 000F 0011 0010 0011 000F 0011 000F 0011 000F 0030 0010 0011 000F 0030 000F 0030 000F 0030 000F 0011 000F 0011 000F 0011 000F 0011 000F 0D09",,

