function, code1, hexcode1, code2, hexcode2
"HELP","sendir,1:1,1,37000,1,1,127,64,15,15,15,48,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,48,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,48,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,48,15,48,15,15,15,48,15,15,15,48,15,15,15,15,15,48,15,48,15,15,15,48,15,15,15,15,15,2747","0000 0071 0000 0032 007F 0040 000F 000F 000F 0030 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 0030 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 0030 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 0030 000F 0030 000F 000F 000F 0030 000F 000F 000F 0030 000F 000F 000F 000F 000F 0030 000F 0030 000F 000F 000F 0030 000F 000F 000F 000F 000F 0ABB",,

"HOLD","sendir,1:1,1,36000,1,1,127,63,15,17,15,48,16,16,15,17,15,17,15,16,16,16,16,16,16,16,16,16,15,17,15,17,15,16,16,48,15,17,15,17,15,17,15,16,16,16,16,16,16,16,15,17,15,17,15,48,16,48,15,16,16,16,16,16,16,16,16,16,15,17,15,17,15,48,16,16,15,17,15,48,16,16,16,16,15,17,15,17,15,17,15,16,16,16,16,48,15,17,15,16,16,16,16,48,15,2718","0000 0073 0000 0032 007F 003F 000F 0011 000F 0030 0010 0010 000F 0011 000F 0011 000F 0010 0010 0010 0010 0010 0010 0010 0010 0010 000F 0011 000F 0011 000F 0010 0010 0030 000F 0011 000F 0011 000F 0011 000F 0010 0010 0010 0010 0010 0010 0010 000F 0011 000F 0011 000F 0030 0010 0030 000F 0010 0010 0010 0010 0010 0010 0010 0010 0010 000F 0011 000F 0011 000F 0030 0010 0010 000F 0011 000F 0030 0010 0010 0010 0010 000F 0011 000F 0011 000F 0011 000F 0010 0010 0010 0010 0030 000F 0011 000F 0010 0010 0010 0010 0030 000F 0A9E",,

"INDEX","sendir,1:1,1,36000,1,1,127,64,15,16,16,49,15,17,15,17,15,17,15,16,16,16,16,17,16,17,15,17,15,18,15,17,15,16,16,49,15,17,15,17,15,16,16,16,16,16,16,17,15,17,15,17,15,17,15,49,16,49,15,17,16,16,16,16,16,17,15,17,15,17,15,17,15,16,16,16,16,16,16,49,15,16,16,16,16,16,16,17,15,49,16,16,16,17,16,49,15,17,15,17,16,16,16,49,15,2721","0000 0073 0000 0032 007F 0040 000F 0010 0010 0031 000F 0011 000F 0011 000F 0011 000F 0010 0010 0010 0010 0011 0010 0011 000F 0011 000F 0012 000F 0011 000F 0010 0010 0031 000F 0011 000F 0011 000F 0010 0010 0010 0010 0010 0010 0011 000F 0011 000F 0011 000F 0011 000F 0031 0010 0031 000F 0011 0010 0010 0010 0010 0010 0011 000F 0011 000F 0011 000F 0011 000F 0010 0010 0010 0010 0010 0010 0031 000F 0010 0010 0010 0010 0010 0010 0011 000F 0031 0010 0010 0010 0011 0010 0031 000F 0011 000F 0011 0010 0010 0010 0031 000F 0AA1",,

"INFO","sendir,1:1,1,37000,1,1,127,64,15,15,15,48,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,48,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,48,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,48,15,15,15,15,15,48,15,48,15,48,15,15,15,15,15,48,15,15,15,15,15,48,15,48,15,48,15,15,15,48,15,2724","0000 0070 0000 0032 007F 0040 000F 000F 000F 0030 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 0030 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 0030 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 0030 000F 000F 000F 000F 000F 0030 000F 0030 000F 0030 000F 000F 000F 000F 000F 0030 000F 000F 000F 000F 000F 0030 000F 0030 000F 0030 000F 000F 000F 0030 000F 0AA4",,

"INPUT ANTENNA","sendir,1:1,1,37000,1,1,128,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,2733","0000 0070 0000 0032 0080 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0AAD",,

"INPUT ANTENNA A","sendir,1:1,1,36000,1,1,127,63,15,17,15,48,16,16,15,17,15,17,15,17,15,16,16,16,16,16,16,16,15,17,15,17,15,17,15,48,16,16,15,17,15,17,15,16,16,16,16,16,16,16,16,16,15,17,15,48,16,48,15,17,15,16,16,48,15,17,15,17,15,16,16,16,16,48,15,17,15,48,16,48,15,17,15,16,16,48,15,48,16,16,16,16,16,48,15,16,16,16,16,16,16,48,15,16,16,2716","0000 0073 0000 0032 007F 003F 000F 0011 000F 0030 0010 0010 000F 0011 000F 0011 000F 0011 000F 0010 0010 0010 0010 0010 0010 0010 000F 0011 000F 0011 000F 0011 000F 0030 0010 0010 000F 0011 000F 0011 000F 0010 0010 0010 0010 0010 0010 0010 0010 0010 000F 0011 000F 0030 0010 0030 000F 0011 000F 0010 0010 0030 000F 0011 000F 0011 000F 0010 0010 0010 0010 0030 000F 0011 000F 0030 0010 0030 000F 0011 000F 0010 0010 0030 000F 0030 0010 0010 0010 0010 0010 0030 000F 0010 0010 0010 0010 0010 0010 0030 000F 0010 0010 0A9C",,

"INPUT ANTENNA B","sendir,1:1,1,36000,1,1,126,64,16,17,16,49,15,17,16,17,16,17,16,17,16,16,15,18,15,18,15,17,16,17,16,17,16,17,16,49,15,17,16,17,16,17,16,17,15,18,15,18,15,18,15,17,16,17,16,49,15,49,16,17,16,17,15,49,16,17,16,16,16,17,15,18,15,18,15,49,16,49,15,49,16,17,15,18,15,49,16,49,15,49,16,49,15,49,16,17,16,17,15,18,15,49,16,17,16,2727","0000 0073 0000 0032 007E 0040 0010 0011 0010 0031 000F 0011 0010 0011 0010 0011 0010 0011 0010 0010 000F 0012 000F 0012 000F 0011 0010 0011 0010 0011 0010 0011 0010 0031 000F 0011 0010 0011 0010 0011 0010 0011 000F 0012 000F 0012 000F 0012 000F 0011 0010 0011 0010 0031 000F 0031 0010 0011 0010 0011 000F 0031 0010 0011 0010 0010 0010 0011 000F 0012 000F 0012 000F 0031 0010 0031 000F 0031 0010 0011 000F 0012 000F 0031 0010 0031 000F 0031 0010 0031 000F 0031 0010 0011 0010 0011 000F 0012 000F 0031 0010 0011 0010 0AA7",,

"INPUT COMPONENT 1","sendir,1:1,1,37000,1,1,131,66,16,16,16,49,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49,16,16,16,16,16,49,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49,16,49,16,49,16,49,16,49,16,16,16,16,16,16,16,16,16,49,16,49,16,49,16,49,16,49,16,2797","0000 0070 0000 0032 0083 0042 0010 0010 0010 0031 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0031 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0031 0010 0010 0010 0010 0010 0031 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0031 0010 0031 0010 0031 0010 0031 0010 0031 0010 0010 0010 0010 0010 0010 0010 0010 0010 0031 0010 0031 0010 0031 0010 0031 0010 0031 0010 0aed",,

"INPUT COMPONENT 2","sendir,1:1,1,37000,1,1,131,66,16,16,16,49,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49,16,16,16,16,16,49,16,16,16,16,16,16,16,16,16,16,16,49,16,16,16,49,16,49,16,49,16,49,16,49,16,16,16,49,16,16,16,16,16,49,16,49,16,49,16,49,16,49,16,2797","0000 0070 0000 0032 0083 0042 0010 0010 0010 0031 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0031 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0031 0010 0010 0010 0010 0010 0031 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0031 0010 0010 0010 0031 0010 0031 0010 0031 0010 0031 0010 0031 0010 0010 0010 0031 0010 0010 0010 0010 0010 0031 0010 0031 0010 0031 0010 0031 0010 0031 0010 0aed",,

"INPUT HDMI 1","sendir,1:1,1,37000,1,1,132,67,17,17,17,51,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,51,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,51,17,17,17,17,17,51,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,51,17,51,17,17,17,51,17,17,17,17,17,51,17,17,17,51,17,51,17,17,17,17,17,2846","0000 0070 0000 0032 0084 0043 0011 0011 0011 0033 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0033 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0033 0011 0011 0011 0011 0011 0033 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0033 0011 0033 0011 0011 0011 0033 0011 0011 0011 0011 0011 0033 0011 0011 0011 0033 0011 0033 0011 0011 0011 0011 0011 0b1e",,

"INPUT HDMI 2","sendir,1:1,1,37000,1,1,132,67,17,17,17,51,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,51,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,51,17,17,17,17,17,51,17,17,17,17,17,17,17,17,17,17,17,51,17,17,17,17,17,17,17,51,17,51,17,17,17,51,17,51,17,17,17,51,17,17,17,51,17,51,17,17,17,17,17,2846","0000 0070 0000 0032 0084 0043 0011 0011 0011 0033 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0033 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0033 0011 0011 0011 0011 0011 0033 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0033 0011 0011 0011 0011 0011 0011 0011 0033 0011 0033 0011 0011 0011 0033 0011 0033 0011 0011 0011 0033 0011 0011 0011 0033 0011 0033 0011 0011 0011 0011 0011 0b1e",,

"INPUT HDMI 3","sendir,1:1,1,37000,1,1,132,67,17,17,17,51,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,51,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,51,17,17,17,17,17,51,17,17,17,17,17,17,17,17,17,17,17,17,17,51,17,17,17,17,17,51,17,51,17,17,17,51,17,17,17,51,17,51,17,17,17,51,17,51,17,17,17,17,17,2846","0000 0070 0000 0032 0084 0043 0011 0011 0011 0033 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0033 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0033 0011 0011 0011 0011 0011 0033 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0011 0033 0011 0011 0011 0011 0011 0033 0011 0033 0011 0011 0011 0033 0011 0011 0011 0033 0011 0033 0011 0011 0011 0033 0011 0033 0011 0011 0011 0011 0011 0b1e",,

"INPUT HDMI 4","sendir,1:1,1,37000,1,1,127,64,15,16,16,48,15,17,15,17,15,17,16,16,16,16,16,16,15,17,15,17,15,17,15,16,16,16,16,48,15,17,15,17,16,16,16,16,16,16,16,16,15,17,15,17,15,17,16,49,15,17,15,17,15,48,16,16,15,17,15,17,15,17,15,16,16,49,15,48,16,16,16,17,16,49,15,48,16,16,15,49,16,49,15,49,16,49,15,17,15,48,16,48,15,17,15,17,16,2720","0000 0070 0000 0032 007F 0040 000F 0010 0010 0030 000F 0011 000F 0011 000F 0011 0010 0010 0010 0010 0010 0010 000F 0011 000F 0011 000F 0011 000F 0010 0010 0010 0010 0030 000F 0011 000F 0011 0010 0010 0010 0010 0010 0010 0010 0010 000F 0011 000F 0011 000F 0011 0010 0031 000F 0011 000F 0011 000F 0030 0010 0010 000F 0011 000F 0011 000F 0011 000F 0010 0010 0031 000F 0030 0010 0010 0010 0011 0010 0031 000F 0030 0010 0010 000F 0031 0010 0031 000F 0031 0010 0031 000F 0011 000F 0030 0010 0030 000F 0011 000F 0011 0010 0AA0",,

"INPUT PC VGA","sendir,1:1,1,37000,1,1,128,65,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,48,16,48,16,48,16,48,16,16,16,16,16,48,16,16,16,48,16,48,16,48,16,48,16,48,16,2752","0000 0070 0000 0032 0080 0041 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0030 0010 0030 0010 0030 0010 0030 0010 0010 0010 0010 0010 0030 0010 0010 0010 0030 0010 0030 0010 0030 0010 0030 0010 0030 0010 0ac0",,

"INPUT SCROLL","sendir,1:1,1,37000,1,1,129,65,16,17,16,49,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,49,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,49,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,49,16,17,16,49,16,17,16,17,16,17,16,17,16,17,16,49,16,17,16,49,16,17,16,17,16,17,16,17,16,49,16,2738","0000 0070 0000 0032 0081 0041 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0011 0010 0031 0010 0011 0010 0011 0010 0011 0010 0011 0010 0031 0010 0AB2",,

"INPUT SD","sendir,1:1,1,36000,1,1,127,64,15,17,15,49,16,17,16,16,15,17,15,18,15,18,15,16,16,16,16,17,16,16,15,18,15,17,15,49,16,17,16,17,15,17,15,18,15,17,16,17,16,17,16,16,16,16,15,49,16,49,15,18,15,17,15,49,16,17,15,18,15,17,15,17,16,49,15,49,16,17,16,49,15,17,15,49,16,17,15,50,15,17,16,49,15,18,15,17,15,17,16,49,15,18,15,18,15,2724","0000 0073 0000 0032 007F 0040 000F 0011 000F 0031 0010 0011 0010 0010 000F 0011 000F 0012 000F 0012 000F 0010 0010 0010 0010 0011 0010 0010 000F 0012 000F 0011 000F 0031 0010 0011 0010 0011 000F 0011 000F 0012 000F 0011 0010 0011 0010 0011 0010 0010 0010 0010 000F 0031 0010 0031 000F 0012 000F 0011 000F 0031 0010 0011 000F 0012 000F 0011 000F 0011 0010 0031 000F 0031 0010 0011 0010 0031 000F 0011 000F 0031 0010 0011 000F 0032 000F 0011 0010 0031 000F 0012 000F 0011 000F 0011 0010 0031 000F 0012 000F 0012 000F 0AA4",,

"INPUT TUNER","sendir,1:1,1,37000,1,1,128,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,2733","0000 0070 0000 0032 0080 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0AAD",,

"INPUT VIDEO 1","sendir,1:1,1,37000,1,1,128,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,2766","0000 0070 0000 0032 0080 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0ace",,

"INPUT VIDEO 2","sendir,1:1,1,37000,1,1,128,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,48,16,2766","0000 0070 0000 0032 0080 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0ace",,

"INPUT VIDEO 3","sendir,1:1,1,37000,1,1,128,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,48,16,16,16,16,16,16,16,16,16,16,16,48,16,2766","0000 0070 0000 0032 0080 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0ace",,

"INPUT VIDEO 4","sendir,1:1,1,37000,1,1,131,66,16,16,16,49,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49,16,16,16,16,16,16,16,16,16,49,16,2797","0000 0070 0000 0032 0083 0042 0010 0010 0010 0031 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0031 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0031 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0031 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0031 0010 0010 0010 0010 0010 0010 0010 0010 0010 0031 0010 0aed",,

"INTERNET","sendir,1:1,1,37000,1,1,127,63,15,17,15,48,16,16,15,17,15,17,15,17,15,17,16,17,16,16,16,16,15,17,15,17,15,17,15,48,16,16,15,17,15,17,15,17,16,17,16,16,16,16,15,17,15,17,15,48,16,48,15,17,15,17,16,48,15,17,15,17,15,17,16,17,16,48,15,48,16,16,16,16,15,49,15,17,16,17,16,48,15,17,15,48,16,16,15,48,16,48,15,17,15,17,15,17,16,2716","0000 0070 0000 0032 007F 003F 000F 0011 000F 0030 0010 0010 000F 0011 000F 0011 000F 0011 000F 0011 0010 0011 0010 0010 0010 0010 000F 0011 000F 0011 000F 0011 000F 0030 0010 0010 000F 0011 000F 0011 000F 0011 0010 0011 0010 0010 0010 0010 000F 0011 000F 0011 000F 0030 0010 0030 000F 0011 000F 0011 0010 0030 000F 0011 000F 0011 000F 0011 0010 0011 0010 0030 000F 0030 0010 0010 0010 0010 000F 0031 000F 0011 0010 0011 0010 0030 000F 0011 000F 0030 0010 0010 000F 0030 0010 0030 000F 0011 000F 0011 000F 0011 0010 0A9C",,

"IPOD","sendir,1:1,1,37000,1,1,128,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,48,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,48,16,48,16,16,16,48,16,48,16,16,16,48,16,48,16,48,16,48,16,16,16,16,16,2765","0000 0070 0000 0032 0080 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0030 0010 0030 0010 0010 0010 0030 0010 0030 0010 0010 0010 0030 0010 0030 0010 0030 0010 0030 0010 0010 0010 0010 0010 0ACD",,

"LANGUAGE","sendir,1:1,1,37000,1,1,128,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,2765","0000 0070 0000 0032 0080 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0ACD",,

"LIST","sendir,1:1,1,37000,1,1,128,64,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,48,16,16,16,16,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,16,16,16,16,16,16,48,16,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2765","0000 0070 0000 0032 0080 0040 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0030 0010 0010 0010 0010 0010 0010 0010 0030 0010 0030 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0010 0ACD",,

